"","term","grammar_category","polarity","polarity_target","polarity_classification"
"2319","destroco","N",-1,"N0","MAN"
"2320","destronar","V",1,"N0:N1","MAN"
"2321","destruicao","N",-1,"N0","MAN"
"2322","destruido","Adj",-1,"N0","JALC"
"2323","destruidor","Adj",-1,"N0","MAN"
"2324","destruir","V",1,"N0:N1","MAN"
"2325","destrutivo","Adj",-1,"N0","MAN"
"2326","destrutor","Adj",-1,"N0","MAN"
"2327","desumanidade","N",-1,"N0","MAN"
"2328","desumano","Adj",-1,"N0","MAN"
"2329","desunido","Adj",-1,"N0","JALC"
"2330","desusado","Adj",-1,"N0","JALC"
"2331","desvairado","Adj",-1,"N0","MAN"
"2332","desvairamento","N",-1,"N0","MAN"
"2333","desvalido","Adj",-1,"N0","MAN"
"2334","desvanecer","V",-1,"N0","MAN"
"2335","desvanecido","Adj",0,"N0","JALC"
"2336","desvantagem","N",-1,"N0","MAN"
"2337","desvariado","Adj",-1,"N0","MAN"
"2338","desvario","N",-1,"N0","MAN"
"2339","desvelado","Adj",1,"N0","MAN"
"2340","desvelo","N",1,"N0","MAN"
"2341","desvendado","Adj",0,"N0","JALC"
"2342","desventurado","Adj",-1,"N0","MAN"
"2343","desventuroso","Adj",-1,"N0","MAN"
"2344","desviar dinheiro","IDIOM",-1,"N0","MAN"
"2345","desvirtuado","Adj",-1,"N0","JALC"
"2346","desvitalizado","Adj",-1,"N0","JALC"
"2347","detalhado","Adj",1,"N0","JALC"
"2348","deteriorado","Adj",-1,"N0","JALC"
"2349","deteriorar","V",-1,"N0:N1","MAN"
"2350","determinacao","N",1,"N0","MAN"
"2351","determinado","Adj",1,"N0","MAN"
"2352","detestado","Adj",-1,"N0","JALC"
"2353","detestar","V",0,"N0:N1","MAN"
"2354","detestavel","Adj",-1,"N0","MAN"
"2355","detido","Adj",-1,"N0","JALC"
"2356","detrator","Adj",-1,"N0","JALC"
"2357","deturpado","Adj",-1,"N0","JALC"
"2358","deturpar","V",-1,"N0:N1","MAN"
"2359","devaneador","Adj",-1,"N0","MAN"
"2360","devassado","Adj",-1,"N0","JALC"
"2361","devassidao","N",-1,"N0","MAN"
"2362","devasso","Adj",-1,"N0","MAN"
"2363","devastado","Adj",-1,"N0","JALC"
"2364","devastador","Adj",-1,"N0","MAN"
"2365","devastar","V",1,"N0:N1","MAN"
"2366","dever comer farinha maizena","IDIOM",-1,"N0","MAN"
"2367","dever dobrar a lingua","IDIOM",-1,"N0","MAN"
"2368","dever ter vergonha na cara","IDIOM",-1,"N0","MAN"
"2369","devoto de Baco","Adj",-1,"N0","MAN"
"2370","diabolico","Adj",-1,"N0","MAN"
"2371","diabolismo","N",-1,"N0","MAN"
"2372","diafano","Adj",1,"N0","JALC"
"2373","dialogante","Adj",1,"N0","MAN"
"2374","difamacao","N",-1,"N0","MAN"
"2375","difamado","Adj",-1,"N0","MAN"
"2376","difamador","Adj",-1,"N0","MAN"
"2377","difamar","V",-1,"N0:N1","MAN"
"2378","difamatorio","Adj",-1,"N0","MAN"
"2379","diferente","Adj",0,"N0","JALC"
"2380","dificil","Adj",-1,"N0","MAN"
"2381","dificultar a vida a","IDIOM",1,"N0:N1","MAN"
"2382","dificultar","V",1,"N0:N1","MAN"
"2383","difuso","Adj",-1,"N0","JALC"
"2384","dignidade","N",1,"N0","MAN"
"2385","dignificar","V",1,"N0:N1","MAN"
"2386","digno de confianca","Adj",1,"N0","MAN"
"2387","digno","Adj",1,"N0","MAN"
"2388","digressionista","Adj",-1,"N0","MAN"
"2389","digressivo","Adj",-1,"N0","MAN"
"2390","dilacerado","Adj",-1,"N0","JALC"
"2391","dilacerar","V",1,"N0:N1","MAN"
"2392","diletante","Adj",0,"N0","MAN"
"2393","diligencia","N",1,"N0","MAN"
"2394","diligente","Adj",1,"N0","MAN"
"2395","diminuido","Adj",-1,"N0","JALC"
"2396","diminuir","V",1,"N0:N1","MAN"
"2397","dinamico","Adj",1,"N0","MAN"
"2398","dinamismo","N",1,"N0","MAN"
"2399","dinamizador","Adj",1,"N0","MAN"
"2400","diplomacia","N",1,"N0","MAN"
"2401","diplomatico","Adj",1,"N0","MAN"
"2402","directo","Adj",1,"N0","MAN"
"2403","direito de contas","Adj",1,"N0","MAN"
"2404","direito","Adj",1,"N0","JALC"
"2405","direto","Adj",1,"N0","MAN"
"2406","disciplina","N",1,"N0","MAN"
"2407","disciplinado","Adj",1,"N0","MAN"
"2408","disciplinador","Adj",0,"N0","MAN"
"2409","discolo","Adj",-1,"N0","MAN"
"2410","discreto","Adj",1,"N0","MAN"
"2411","discricao","N",1,"N0","MAN"
"2412","discriminacao","N",-1,"N0","MAN"
"2413","discriminado","Adj",-1,"N0","JALC"
"2414","discriminador","Adj",-1,"N0","MAN"
"2415","discriminar","V",-1,"N0:N1","MAN"
"2416","discursivo","Adj",0,"N0","MAN"
"2417","disfarcado","Adj",-1,"N0","JALC"
"2418","disfonia","N",-1,"N0","MAN"
"2419","disforme","Adj",-1,"N0","MAN"
"2420","disformidade","N",-1,"N0","MAN"
"2421","dislexia","N",-1,"N0","MAN"
"2422","dislexico","Adj",-1,"N0","MAN"
"2423","disparatado","Adj",-1,"N0","MAN"
"2424","disparatar","V",-1,"N0","MAN"
"2425","disparate","N",-1,"N0","MAN"
"2426","dispensado","Adj",0,"N0","JALC"
"2427","dispensavel","Adj",-1,"N0","JALC"
"2428","dispersivo","Adj",-1,"N0","MAN"
"2429","disperso","Adj",-1,"N0","JALC"
"2430","displicencia","N",-1,"N0","MAN"
"2431","displicente","Adj",-1,"N0","MAN"
"2432","disponivel","Adj",0,"N0","MAN"
"2433","dissidente","Adj",-1,"N0","JALC"
"2434","dissimulacao","N",-1,"N0","MAN"
"2435","dissimulado","Adj",-1,"N0","MAN"
"2436","dissimular","V",-1,"N0","MAN"
"2437","dissipado","Adj",-1,"N0","JALC"
"2438","dissipador","Adj",-1,"N0","MAN"
"2439","dissoluto","Adj",-1,"N0","MAN"
"2440","dissolvido","Adj",-1,"N0","JALC"
"2441","distante","Adj",-1,"N0","MAN"
"2442","distinguido","Adj",0,"N0","JALC"
"2443","distintivo","Adj",0,"N0","JALC"
"2444","distinto","Adj",1,"N0","MAN"
"2445","distorcer","V",-1,"N0","MAN"
"2446","distorcido","Adj",-1,"N0","JALC"
"2447","distraido","Adj",-1,"N0","MAN"
"2448","ditador","Adj",-1,"N0","MAN"
"2449","ditoso","Adj",1,"N0","MAN"
"2450","divagacao","N",-1,"N0","MAN"
"2451","divagador","Adj",-1,"N0","MAN"
"2452","divagante","Adj",-1,"N0","MAN"
"2453","divagar","V",-1,"N0","MAN"
"2454","divertido","Adj",1,"N0","MAN"
"2455","divertimento","N",1,"N0","MAN"
"2456","divinal","Adj",1,"N0","MAN"
"2457","divino","Adj",1,"N0","MAN"
"2458","divo","Adj",0,"N0","JALC"
"2459","divulgador","Adj",0,"N0","JALC"
"2460","dizer a verdade","IDIOM",1,"N0","MAN"
"2461","dizer algumas verdades a","IDIOM",1,"N0:N1","MAN"
"2462","dizer cobras e lagartos de","IDIOM",-1,"N0:N1","MAN"
"2463","dizer mal de","IDIOM",0,"N0:N1","MAN"
"2464","dizer umas quantas verdades a","IDIOM",1,"N0:N1","MAN"
"2465","dizimado","Adj",-1,"N0","JALC"
"2466","dizimar","V",1,"N0:N1","MAN"
"2467","dobradico","Adj",0,"N0","MAN"
"2468","doce","Adj",1,"N0","MAN"
"2469","docil","Adj",1,"N0","MAN"
"2470","docilidade","N",1,"N0","MAN"
"2471","docura","N",1,"N0","MAN"
"2472","doente","Adj",-1,"N0","MAN"
"2473","doentio","Adj",-1,"N0","MAN"
"2474","dogmatico","Adj",-1,"N0","MAN"
"2475","dogmatista","Adj",-1,"N0","MAN"
"2476","doidivanas","Adj",-1,"N0","JALC"
"2477","doido de todo","Adj",-1,"N0","MAN"
"2478","doido varrido","Adj",-1,"N0","MAN"
"2479","doido","Adj",-1,"N0","MAN"
"2480","dolente","Adj",-1,"N0","JALC"
"2481","dolorido","Adj",-1,"N0","MAN"
"2482","doloso","Adj",-1,"N0","JALC"
"2483","domado","Adj",0,"N0","JALC"
"2484","dominado","Adj",-1,"N0","JALC"
"2485","dominador","Adj",1,"N0","MAN"
"2486","dominante","Adj",1,"N0","JALC"
"2487","dominar","V",1,"N0:N1","MAN"
"2488","donairoso","Adj",1,"N0","MAN"
"2489","donzel","Adj",0,"N0","MAN"
"2490","dopado","Adj",-1,"N0","MAN"
"2491","dopagem","N",-1,"N0","MAN"
"2492","dorido","Adj",-1,"N0","MAN"
"2493","dormencia","N",-1,"N0","MAN"
"2494","dormente","Adj",-1,"N0","MAN"
"2495","dorminhoco","Adj",-1,"N0","MAN"
"2496","dormitar","V",-1,"N0","MAN"
"2497","dotado","Adj",1,"N0","MAN"
"2498","doudo","Adj",-1,"N0","JALC"
"2499","douto","Adj",1,"N0","MAN"
"2500","doutrinado","Adj",1,"N0","JALC"
"2501","doutrinador","Adj",0,"N0","MAN"
"2502","draconiano","Adj",-1,"N0","MAN"
"2503","dramatico","Adj",-1,"N0","MAN"
"2504","dramatismo","N",-1,"N0","MAN"
"2505","dramatizar","V",-1,"N0:N1","MAN"
"2506","drastico","Adj",-1,"N0","MAN"
"2507","droga","N",-1,"N0","MAN"
"2508","drogado","Adj",-1,"N0","MAN"
"2509","dromomania","N",-1,"N0","MAN"
"2510","dromomaniaco","Adj",-1,"N0","MAN"
"2511","dubiedade","N",-1,"N0","MAN"
"2512","dubio","Adj",-1,"N0","MAN"
"2513","dubitativo","Adj",-1,"N0","MAN"
"2514","duficuldades","N",-1,"N0","MAN"
"2515","duplice","Adj",-1,"N0","MAN"
"2516","duplicidade","N",-1,"N0","MAN"
"2517","durazio","Adj",1,"N0","MAN"
"2518","duro da mioleira","Adj",-1,"N0","MAN"
"2519","duro de ouvido","Adj",-1,"N0","MAN"
"2520","duro","Adj",-1,"N0","MAN"
"2521","duvidar","V",0,"N0:N1","MAN"
"2522","duvidoso","Adj",-1,"N0","JALC"
"2523","ebrio","Adj",0,"N0","MAN"
"2524","eclectico","Adj",1,"N0","JALC"
"2525","ecletico","Adj",1,"N0","JALC"
"2526","ecologico","Adj",1,"N0","MAN"
"2527","economico","Adj",1,"N0","JALC"
"2528","economico","Adj",1,"N0","MAN"
"2529","economizador","Adj",1,"N0","MAN"
"2530","edificante","Adj",1,"N0","MAN"
"2531","edipiano","Adj",-1,"N0","MAN"
"2532","educacao","N",1,"N0","MAN"
"2533","educado","Adj",1,"N0","MAN"
"2534","educador","Adj",1,"N0","JALC"
"2535","educativo","Adj",1,"N0","JALC"
"2536","educavel","Adj",0,"N0","MAN"
"2537","efeminado","Adj",-1,"N0","MAN"
"2538","eficacia","N",1,"N0","MAN"
"2539","eficaz","Adj",1,"N0","MAN"
"2540","eficiencia","N",1,"N0","MAN"
"2541","eficiente","Adj",1,"N0","MAN"
"2542","efusivo","Adj",1,"N0","MAN"
"2543","egoismo","N",-1,"N0","MAN"
"2544","egoista","Adj",-1,"N0","MAN"
"2545","egotista","Adj",-1,"N0","MAN"
"2546","egregio","Adj",1,"N0","MAN"
"2547","elastico","Adj",1,"N0","MAN"
"2548","electrizante","Adj",1,"N0","JALC"
"2549","elegancia","N",1,"N0","MAN"
"2550","elegante","Adj",1,"N0","MAN"
"2551","elegiaco","Adj",-1,"N0","JALC"
"2552","eleicoeiro","Adj",-1,"N0","MAN"
"2553","eletrizante","Adj",1,"N0","JALC"
"2554","eliminar","V",1,"N0:N1","MAN"
"2555","elitista","Adj",-1,"N0","MAN"
"2556","elogiar","V",0,"N0:N1","MAN"
"2557","elogio","N",1,"N0","MAN"
"2558","elogioso","Adj",1,"N0","MAN"
"2559","eloquencia","N",1,"N0","MAN"
"2560","eloquente","Adj",1,"N0","MAN"
"2561","elucidar","V",1,"N0:N1","MAN"
"2562","elucidativo","Adj",1,"N0","JALC"
"2563","emaciado","Adj",-1,"N0","JALC"
"2564","emancipado","Adj",1,"N0","MAN"
"2565","emaranhado","Adj",-1,"N0","JALC"
"2566","embacado","Adj",-1,"N0","JALC"
"2567","embaciado","Adj",-1,"N0","JALC"
"2568","embaracado","Adj",-1,"N0","MAN"
"2569","embaraco ","N",-1,"N0","MAN"
"2570","embaracoso","Adj",-1,"N0","MAN"
"2571","embasbacado","Adj",-1,"N0","JALC"
"2572","embatucado","Adj",-1,"N0","JALC"
"2573","embeicado","Adj",0,"N0","JALC"
"2574","embirracao","N",-1,"N0","MAN"
"2575","embirrante","Adj",-1,"N0","MAN"
"2576","embirrar","V",0,"N0:N1","MAN"
"2577","embirrento","Adj",-1,"N0","MAN"
"2578","emblematico","Adj",1,"N0","JALC"
"2579","embotado","Adj",-1,"N0","JALC"
"2580","embriagado","Adj",-1,"N0","MAN"
"2581","embrulhado","Adj",-1,"N0","JALC"
"2582","embruxado","Adj",-1,"N0","MAN"
"2583","embucado","Adj",-1,"N0","JALC"
"2584","embuchado","Adj",-1,"N0","MAN"
"2585","emburrado","Adj",-1,"N0","JALC"
"2586","embuste","N",-1,"N0","MAN"
"2587","embusteiro","Adj",-1,"N0","MAN"
"2588","emerito","Adj",1,"N0","MAN"
"2589","emocional","Adj",0,"N0","MAN"
"2590","emotivo","Adj",0,"N0","MAN"
"2591","empafio","Adj",-1,"N0","MAN"
"2592","empalidecido","Adj",-1,"N0","MAN"
"2593","empalmado","Adj",-1,"N0","JALC"
"2594","empanturrado","Adj",-1,"N0","MAN"
"2595","empapado","Adj",0,"N0","JALC"
"2596","empapucado","Adj",-1,"N0","JALC"
"2597","empedernido","Adj",-1,"N0","MAN"
"2598","empedernimento","N",-1,"N0","MAN"
"2599","empenhado","Adj",1,"N0","MAN"
"2600","empenho","N",1,"N0","MAN"
"2601","emperrado","Adj",-1,"N0","MAN"
"2602","emperramento","N",-1,"N0","MAN"
"2603","empertigado","Adj",-1,"N0","MAN"
"2604","empinado","Adj",0,"N0","JALC"
"2605","empirico","Adj",0,"N0","JALC"
"2606","empobrecido","Adj",-1,"N0","JALC"
"2607","empoeirado","Adj",-1,"N0","JALC"
"2608","empolado","Adj",-1,"N0","JALC"
"2609","empolgado","Adj",1,"N0","MAN"
"2610","empolgante","Adj",0,"N0","JALC"
"2611","emporcalhado","Adj",-1,"N0","MAN"
"2612","empreendedor","Adj",1,"N0","MAN"
"2613","emproado","Adj",-1,"N0","MAN"
"2614","emulador","Adj",-1,"N0","JALC"
"2615","emulo","Adj",-1,"N0","JALC"
"2616","enaltecido","Adj",1,"N0","JALC"
"2617","enamoramento","N",1,"N0","MAN"
"2618","encabulado","Adj",-1,"N0","JALC"
"2619","encalacracao","N",-1,"N0","MAN"
"2620","encalacrado","Adj",-1,"N0","MAN"
"2621","encalhado","Adj",-1,"N0","MAN"
"2622","encalhamento","N",-1,"N0","MAN"
"2623","encamado","Adj",-1,"N0","MAN"
"2624","encaminhado","Adj",1,"N0","MAN"
"2625","encanado","Adj",-1,"N0","JALC"
"2626","encanecido","Adj",0,"N0","MAN"
"2627","encantado","Adj",0,"N0","JALC"
"2628","encantador","Adj",1,"N0","MAN"
"2629","encantar","V",1,"N0:N1","MAN"
"2630","encanto","N",1,"N0","MAN"
"2631","encapotado","Adj",0,"N0","MAN"
"2632","encarcerado","Adj",-1,"N0","JALC"
"2633","encarnicado","Adj",-1,"N0","JALC"
"2634","encavacado","Adj",-1,"N0","MAN"
"2635","encharcado","Adj",0,"N0","MAN"
"2636","encher as medidas de","IDIOM",1,"N0:N1","MAN"
"2637","enciumado","Adj",-1,"N0","JALC"
"2638","enclausurado","Adj",-1,"N0","JALC"
"2639","encoberto","Adj",-1,"N0","JALC"
"2640","encobrir","V",-1,"N0:N1","MAN"
"2641","encolerizado","Adj",-1,"N0","MAN"
"2642","encolerizar-se","V",-1,"N0","MAN"
"2643","encolerizar","V",1,"N0:N1","MAN"
"2644","encolher os ombros","IDIOM",-1,"N0","MAN"
"2645","encolhido","Adj",-1,"N0","JALC"
"2646","encorajado","Adj",1,"N0","JALC"
"2647","encorajador","Adj",1,"N0","MAN"
"2648","encorajamento","N",1,"N0","MAN"
"2649","encorajar","V",0,"N0:N1","MAN"
"2650","encorpado","Adj",0,"N0","MAN"
"2651","encostar a parede","IDIOM",1,"N0:N1","MAN"
"2652","encostar a um canto","IDIOM",1,"N0:N1","MAN"
"2653","encostar as cordas","IDIOM",1,"N0:N1","MAN"
"2654","encostar as tabuas","IDIOM",1,"N0:N1","MAN"
"2655","encostar-se a","IDIOM",-1,"N0:N1","MAN"
"2656","encovado","Adj",-1,"N0","MAN"
"2657","encruado","Adj",-1,"N0","JALC"
"2658","encurralado","Adj",-1,"N0","MAN"
"2659","encurralamento","N",-1,"N0","MAN"
"2660","encurralar","V",1,"N0:N1","MAN"
"2661","encurvado","Adj",-1,"N0","MAN"
"2662","endemoniado","Adj",-1,"N0","JALC"
"2663","endemoninhado","Adj",-1,"N0","JALC"
"2664","endiabrado","Adj",-1,"N0","MAN"
"2665","endinheirado","Adj",1,"N0","MAN"
"2666","endireitar-se","V",1,"N0","MAN"
"2667","endividado","Adj",-1,"N0","MAN"
"2668","endividamento","N",-1,"N0","MAN"
"2669","endividar-se","V",-1,"N0","MAN"
"2670","endividar","V",-1,"N0:N1","MAN"
"2671","endoidecer","V",-1,"N0","MAN"
"2672","endurecido","Adj",-1,"N0","JALC"
"2673","energia","N",1,"N0","MAN"
"2674","energico","Adj",1,"N0","MAN"
"2675","enervacao","N",-1,"N0","MAN"
"2676","enervado","Adj",-1,"N0","MAN"
"2677","enervamento","N",-1,"N0","MAN"
"2678","enervante","Adj",-1,"N0","MAN"
"2679","enervar-se","V",-1,"N0","MAN"
"2680","enervar","V",1,"N0:N1","MAN"
"2681","enfadado","Adj",-1,"N0","MAN"
"2682","enfadamento","N",-1,"N0","MAN"
"2683","enfadar-se","V",-1,"N0","MAN"
"2684","enfadonho","Adj",-1,"N0","MAN"
"2685","enfardador","Adj",-1,"N0","MAN"
"2686","enfartado","Adj",-1,"N0","MAN"
"2687","enfartamento","N",-1,"N0","MAN"
"2688","enfastiado","Adj",-1,"N0","MAN"
"2689","enfastiamento","N",-1,"N0","MAN"
"2690","enfastiante","Adj",-1,"N0","MAN"
"2691","enfatico","Adj",0,"N0","MAN"
"2692","enfatuado","Adj",-1,"N0","MAN"
"2693","enfeitado","Adj",0,"N0","JALC"
"2694","enfeiticado","Adj",-1,"N0","MAN"
"2695","enfermico","Adj",-1,"N0","MAN"
"2696","enfermidade","N",-1,"N0","MAN"
"2697","enfezado","Adj",-1,"N0","MAN"
"2698","enfezamento","N",-1,"N0","MAN"
"2699","enfiado","Adj",-1,"N0","JALC"
"2700","enfiar o barrete","IDIOM",-1,"N0","MAN"
"2701","enforcar-se","V",-1,"N0","MAN"
"2702","enfraquecer","V",-1,"N0","MAN"
"2703","enfraquecido","Adj",-1,"N0","JALC"
"2704","enfrascado","Adj",-1,"N0","MAN"
"2705","enfrentar o touro pelos cornos","IDIOM",1,"N0","MAN"
"2706","enfrentar","V",1,"N0:N1","MAN"
"2707","enfronhado","Adj",-1,"N0","JALC"
"2708","enfunado","Adj",-1,"N0","MAN"
"2709","enfurecer-se","V",-1,"N0","MAN"
"2710","enfurecer","V",1,"N0:N1","MAN"
"2711","enfurecido","Adj",-1,"N0","MAN"
"2712","enfurecimento","N",-1,"N0","MAN"
"2713","engaiolado","Adj",-1,"N0","MAN"
"2714","engaiolamento","N",-1,"N0","MAN"
"2715","engaiolar","V",1,"N0:N1","MAN"
"2716","enganado","Adj",-1,"N0","JALC"
"2717","enganador","Adj",-1,"N0","MAN"
"2718","enganar-se","V",-1,"N0","MAN"
"2719","enganar","V",-1,"N0:N1","MAN"
"2720","engano","N",-1,"N0","MAN"
"2721","enganoso","Adj",-1,"N0","JALC"
"2722","engarrafado","Adj",-1,"N0","JALC"
"2723","engasgado","Adj",-1,"N0","MAN"
"2724","engasgamento","N",-1,"N0","MAN"
"2725","engatado","Adj",-1,"N0","JALC"
"2726","engenhoso","Adj",0,"N0","MAN"
"2727","engodado","Adj",-1,"N0","JALC"
"2728","engolfado","Adj",-1,"N0","JALC"
"2729","engolido","Adj",-1,"N0","JALC"
"2730","engolir em seco","IDIOM",-1,"N0","MAN"
"2731","engonha","Adj",-1,"N0","MAN"
"2732","engracado","Adj",1,"N0","MAN"
"2733","engrupido","Adj",-1,"N0","JALC"
"2734","enigmatico","Adj",-1,"N0","MAN"
"2735","enjeitado","Adj",-1,"N0","JALC"
"2736","enjoado","Adj",-1,"N0","JALC"
"2737","enjoar","V",-1,"N0","MAN"
"2738","enjoo","N",-1,"N0","MAN"
"2739","enlameado","Adj",-1,"N0","JALC"
"2740","enleado","Adj",-1,"N0","JALC"
"2741","enlevado","Adj",-1,"N0","JALC"
"2742","enlouquecer","V",-1,"N0","MAN"
"2743","enlouquecido","Adj",-1,"N0","MAN"
"2744","enlouquecimento","N",-1,"N0","MAN"
"2745","enlutado","Adj",-1,"N0","MAN"
"2746","enobrecer","V",1,"N0:N1","MAN"
"2747","enojado","Adj",-1,"N0","JALC"
"2748","enojar","V",-1,"N0:N1","MAN"
"2749","enrabichado","Adj",0,"N0","JALC"
"2750","enraivecer","V",1,"N0:N1","MAN"
"2751","enraivecido","Adj",-1,"N0","MAN"
"2752","enraivecimento","N",-1,"N0","MAN"
"2753","enrascada","N",-1,"N0","MAN"
"2754","enrascado","Adj",-1,"N0","MAN"
"2755","enredado","Adj",-1,"N0","JALC"
"2756","enregelado","Adj",-1,"N0","MAN"
"2757","enresinado","Adj",-1,"N0","JALC"
"2758","enrijecido","Adj",-1,"N0","JALC"
"2759","enrodilhador","Adj",-1,"N0","MAN"
"2760","enrolado","Adj",-1,"N0","JALC"
"2761","enrubescido","Adj",0,"N0","MAN"
"2762","enrugado","Adj",-1,"N0","MAN"
"2763","ensacado","Adj",-1,"N0","JALC"
"2764","ensanguentado","Adj",-1,"N0","JALC"
"2765","ensanguentado","Adj",-1,"N0","MAN"
"2766","ensimesmado","Adj",-1,"N0","MAN"
"2767","ensimesmamento","N",-1,"N0","MAN"
"2768","ensombrar","V",1,"N0:N1","MAN"
"2769","ensurdecedor","Adj",-1,"N0","JALC"
"2770","entalado","Adj",-1,"N0","JALC"
"2771","entalar-se","V",-1,"N0","MAN"
"2772","entalar","V",1,"N0:N1","MAN"
"2773","entaramelado","Adj",-1,"N0","MAN"
"2774","entediado","Adj",-1,"N0","MAN"
"2775","entediante","Adj",-1,"N0","MAN"
"2776","entendido","Adj",1,"N0","JALC"
"2777","enternecedor","Adj",1,"N0","MAN"
"2778","enternecido","Adj",1,"N0","JALC"
"2779","enterrado","Adj",-1,"N0","JALC"
"2780","enterrar a cabeca na areia","IDIOM",-1,"N0","MAN"
"2781","enterrar-se","V",-1,"N0","MAN"
"2782","enterrar","V",1,"N0:N1","MAN"
"2783","entontecido","Adj",-1,"N0","MAN"
"2784","entontecimento","N",-1,"N0","MAN"
"2785","entornado","Adj",-1,"N0","JALC"
"2786","entorpecer","V",-1,"N0","MAN"
"2787","entorpecido","Adj",-1,"N0","MAN"
"2788","entorpecimento","N",-1,"N0","MAN"
"2789","entortado","Adj",-1,"N0","JALC"
"2790","entradote","Adj",0,"N0","MAN"
"2791","entregador","Adj",-1,"N0","JALC"
"2792","entregar a alma ao criador","IDIOM",-1,"N0","MAN"
"2793","entregar a alma ao diabo","IDIOM",-1,"N0","MAN"
"2794","entregar o ouro ao bandido","IDIOM",-1,"N0","MAN"
"2795","entregar-se de corpo e alma","IDIOM",1,"N0","MAN"
"2796","entrevacao","N",-1,"N0","MAN"
"2797","entrevado","Adj",-1,"N0","JALC"
"2798","entristecer","V",-1,"N0:N1","MAN"
"2799","entristecido","Adj",-1,"N0","MAN"
"2800","entristecimento","N",-1,"N0","MAN"
"2801","entubado","Adj",-1,"N0","MAN"
"2802","entulhado","Adj",-1,"N0","JALC"
"2803","entumecimento","N",-1,"N0","MAN"
"2804","entusiasmante","Adj",1,"N0","MAN"
"2805","entusiasmar","V",1,"N0:N1","MAN"
"2806","entusiasmo","N",1,"N0","MAN"
"2807","entusiasta","Adj",1,"N0","MAN"
"2808","entusiastico","Adj",1,"N0","MAN"
"2809","envaidecido","Adj",-1,"N0","JALC"
"2810","envelhecido","Adj",-1,"N0","MAN"
"2811","envenenador","Adj",-1,"N0","MAN"
"2812","envenenamento","N",-1,"N0","MAN"
"2813","envenenar","V",-1,"N0:N1","MAN"
"2814","envergonhado","Adj",-1,"N0","MAN"
"2815","envergonhar-se","V",-1,"N0","MAN"
"2816","envergonhar","V",-1,"N0:N1","MAN"
"2817","enviesado","Adj",-1,"N0","JALC"
"2818","envinagrado","Adj",-1,"N0","MAN"
"2819","envolvente","Adj",0,"N0","JALC"
"2820","enxerido","Adj",-1,"N0","JALC"
"2821","enxofrado","Adj",-1,"N0","MAN"
"2822","enxoframento","N",-1,"N0","MAN"
"2823","enxotar","V",1,"N0:N1","MAN"
"2824","enxovalhado","Adj",-1,"N0","JALC"
"2825","enxovalhar","V",1,"N0:N1","MAN"
"2826","enxuto","Adj",1,"N0","MAN"
"2827","epico","Adj",0,"N0","JALC"
"2828","epigramatico","Adj",-1,"N0","MAN"
"2829","epiletico","Adj",-1,"N0","MAN"
"2830","equanime","Adj",1,"N0","MAN"
"2831","equanimidade","N",1,"N0","MAN"
"2832","equidade","N",1,"N0","MAN"
"2833","equilibrado","Adj",1,"N0","MAN"
"2834","equilibrio","N",1,"N0","MAN"
"2835","equitativo","Adj",1,"N0","JALC"
"2836","equitativo","Adj",1,"N0","MAN"
"2837","equivocado","Adj",-1,"N0","MAN"
"2838","equivocar-se","V",-1,"N0","MAN"
"2839","equivoco","Adj",-1,"N0","MAN"
"2840","equivoco","N",-1,"N0","MAN"
"2841","erecto","Adj",0,"N0","JALC"
"2842","ereto","Adj",0,"N0","JALC"
"2843","erguer a cabeca","IDIOM",1,"N0","MAN"
"2844","ermo","Adj",-1,"N0","JALC"
"2845","erotico","Adj",0,"N0","JALC"
"2846","erotomania","N",-1,"N0","MAN"
"2847","erotomaniaco","Adj",-1,"N0","MAN"
"2848","errado","Adj",-1,"N0","JALC"
"2849","errante","Adj",-1,"N0","MAN"
"2850","errar","V",-1,"N0","MAN"
"2851","erratico","Adj",-1,"N0","MAN"
"2852","erro","N",-1,"N0","MAN"
"2853","erudito","Adj",1,"N0","MAN"
"2854","esbaforido","Adj",-1,"N0","MAN"
"2855","esbanjado","Adj",-1,"N0","JALC"
"2856","esbanjador","Adj",-1,"N0","MAN"
"2857","esbanjamento","N",-1,"N0","MAN"
"2858","esbanjar dinheiro","IDIOM",-1,"N0","MAN"
"2859","esbatido","Adj",-1,"N0","JALC"
"2860","esbelto","Adj",1,"N0","MAN"
"2861","esbofetear","V",1,"N0:N1","MAN"
"2862","esborratado","Adj",-1,"N0","MAN"
"2863","esburacado","Adj",-1,"N0","JALC"
"2864","escabelado","Adj",-1,"N0","MAN"
"2865","escabrosidade","N",-1,"N0","MAN"
"2866","escabroso","Adj",-1,"N0","MAN"
"2867","escaldado","Adj",-1,"N0","MAN"
"2868","escamado","Adj",-1,"N0","JALC"
"2869","escamoso","Adj",-1,"N0","JALC"
"2870","escamotear","V",-1,"N0:N1","MAN"
"2871","escancarado","Adj",-1,"N0","JALC"
"2872","escandalizar","V",-1,"N0:N1","MAN"
"2873","escandalo","N",-1,"N0","MAN"
"2874","escandaloso","Adj",-1,"N0","MAN"
"2875","escangalhado","Adj",-1,"N0","JALC"
"2876","escanifrado","Adj",-1,"N0","MAN"
"2877","escanzelado","Adj",-1,"N0","MAN"
"2878","escapadico","Adj",-1,"N0","MAN"
"2879","escapo","Adj",-1,"N0","MAN"
"2880","escarnecedor","Adj",-1,"N0","MAN"
